,Filename,DocumentID,ESTC_ID,Date,Title,Vol_Number,Author,Imprint,Field_Headings,fn_pages,nofn_pages,TableName,fn.percent,decade,footnotes_present,tags,,
704,0005801500.xml,5801500,T060876,1800,"The history of the giants. Containing their barbarous treatment of kings, queens, princesses, Ladies, Knights, 'squires, &c. whom they made their Prisoners. An Account of their Castles and inchanted Castles, built by Necro nancers; and of other Castles, which were guarded by them and several wild Monsters. Their Combats and Battles, and how they were slain by Christian Knights; a Description of them, their Deaths, and how these Knights delivered several Kings, Queens, Ladies, &c. from Captivity. With A particular Account of the great Giants, Brandamour and Siradon, who were overcome by Sir Morris, General of King Rimuer's Army. How Sir Thomas Killed the Giant Surandrag, and cut off the Head of the Giant Bombomachides, the Brother of Surandrag. How the Giant Trapsaca, having killed all the Servants of the Princess of Hungary was overcome by Sir Firebrrse, who also killed the Giant and Sorcerer Aldrovandi, who changed himself into a wild Boar, and afterwards into a frightful Dragon, &c. The comical Adventures of valiant John, who, by his Stratagems, killed several Giants. How the Giant Norfandal and his Brother were killed by the Knight of the Red Cross, &c. Lastly, how Sir Alan killed the Giant Danagelfe, who kept his father and Mother in Prison; and afterwards married the Queen of the Unknown Island, with a Relation of a strange Delusion, with which she entertained Knights and Ladies at her Court.",0,Anon,"London : printed by T. Sabine and Son, 81 Shoe Lane, Fleet Street, [1800?].","Historical fiction, English, Early works to 1800",1,106,Manifest_LitAndLang1,0.009345794,1800,0,CW,,
709,0005900300.xml,5900300,T099012,1785,"The life of John Gilpin, taken from divers manuscripts in the possession of the family, and now published, for the First Time, by their Permission, for the Gratification of the Publick Curiosity, respecting so extraordinary a Character. To which is added, by way of appendix, the celebrated history of his journey to Edmonton. As read by Mr. Henderson, at Free-Mason's-Hall. Most respectfully inscribed to Mr. Henderson.",0,Anon,"Dublin : printed for Messrs. Burnet, White, Burton, H. Whitestone, Byrne, Cash, M'donnel and Marchbank, 1785.","Gilbert, John,, 1753-1776",1,154,Manifest_LitAndLang1,0.006451613,1780,0,SE,,
714,0005900805.xml,5900805,T068140,1715,"Arabian nights entertainments: consisting of one thousand and one stories, told by the Sultaness of the Indies, to divert the Sultan from the Execution of a Bloody Vow he had made to Marry a Lady every Day, and have her cut off next Morning, to avenge himself for the Disloyalty of his first Sultaness, &c. containing A better Account of the Customs, Manners, and Religion of the Eastern Nations, viz. Tartars, Persians, and Indians, than is to be met with in any Author hitherto publish'd. Translated into French from the Arabian Mss. by M. Galland, of the Royal Academy; and now done into English from the third edition in French, corrected and amended. Vol. V.",Volume 5,Anon,"London : printed for Andrew Bell, at the Cross Keys and Bible in Cornhill, 1715.","French fiction, 18th century, Translations into English",1,141,Manifest_LitAndLang1,0.007042254,1710,1,C,,
721,0005901201.xml,5901201,T128625,1728,"A collection of novels and tales of the fairies. Written by that celebrated wit of France, the Countess d'Anois. In three volumes. ...",Volume 1,"Aulnoy, Madame d' (Marie-Catherine)","London : printed for J. Brotherton, and W. Meadows; Tho. Edlin; and Tho. Astley, 1728.","Fairy tales, Early works to 1800, French fiction, Translations into English, 18th century",1,305,Manifest_LitAndLang1,0.003267974,1720,0,CW,,
722,0005901202.xml,5901202,T128625,1728,"A collection of novels and tales of the fairies. Written by that celebrated wit of France, the Countess d'Anois. In three volumes. ...",Volume 2,"Aulnoy, Madame d' (Marie-Catherine)","London : printed for J. Brotherton, and W. Meadows; Tho. Edlin; and Tho. Astley, 1728.","Fairy tales, Early works to 1800, French fiction, Translations into English, 18th century",1,281,Manifest_LitAndLang1,0.003546099,1720,0,"SM, CW",,
723,0005901203.xml,5901203,T128625,1728,"A collection of novels and tales of the fairies. Written by that celebrated wit of France, the Countess d'Anois. In three volumes. ...",Volume 3,"Aulnoy, Madame d' (Marie-Catherine)","London : printed for J. Brotherton, and W. Meadows; Tho. Edlin; and Tho. Astley, 1728.","Fairy tales, Early works to 1800, French fiction, Translations into English, 18th century",1,253,Manifest_LitAndLang1,0.003937008,1720,0,CW,,
5118,0006001102.xml,6001102,T093334,1795,Memoirs of Madame de Barneveldt. Translated from the French by Miss Gunning. In two volumes. ...,Volume 2,"Auvigny, M. d' (Jean Du Castre)","London : printed by and for S. Low, Berwick Street, Soho; and E. Booker, New Bond Street, 1795.","Auvigny,, M. d, (Jean Du Castre),, 1712-1743, Biography, Early works to 1800",1,328,Manifest_LitAndLang2,0.003039514,1790,1,C,,
735,0006101000.xml,6101000,T122569,1733,The desperadoes; an heroick history. Translated from the Italian of the celebrated Marini. (The original having passed ten editions.) ... In four books. Embellish'd with eight excellent copper-plates.,0,"Marini, Giovanni Ambrigio","London : printed by W. R. and sold by T. Astley ; J. Isted, and T. Worrall, 1733.","Italian fiction, 18th century, Translated into English, Outlaws, Fiction, Early works to 1800",1,294,Manifest_LitAndLang1,0.003389831,1730,0,CW,,
743,0006200201.xml,6200201,T072295,1799,"The life and surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque; Having been cast on shore by Shipwreck, Wherein all the Men perished but himself. With An Account how he was at last as strangely delivered by Pirates. Written by himself. ...",Volume 1,"Defoe, Daniel","Manchester : printed by W.M. Shelmerdine and Co. No. 3, Deansgate., 1799-1800.","Selkirk, Alexander,, 1676-1721",1,375,Manifest_LitAndLang1,0.002659574,1790,0,,,
747,0006200402.xml,6200402,T057443,1757,"The impetuous lover, or the Guiltless Parricide, shewing, To what Lengths Love may run, and the extream Folly of forming Schemes for Futurity. Written under the Instructions, and at the Request of one of the Interested Partys. By A. G. Esquire. ...",Volume 2,"A. G., Esquire","London : printed for E. Ross, at his circulating Library, in Duke's Court, facing St. Martin's Church, Charing-Cross, M.DCC.LVII. [1757].","Love stories, English, Early works to 1800",1,268,Manifest_LitAndLang1,0.003717472,1750,0,"SM, CW, PB, O",,
750,0006200601.xml,6200601,T057341,1798,"Jaquelina of Hainault: an historical novel, in three volumes, by the author of \the Duke of Clarence.\"" ...""",Volume 1,"Foster, E. M.","London : printed for J. Bell, No. 148, Oxford-Street, M.DCC.XCVIII. [1798].","Historical fiction, English, 18th century",1,212,Manifest_LitAndLang1,0.004694836,1790,0,"TE, TY, LS, PB",,
759,0006300400.xml,6300400,T055909,1758,"Almira: or, the history of a French Lady of distinction. Interspersed with the histories of the Marquis de Montalvan; and Isabella: Lindamira, or, the Belle Espagnol, &c. &c. In four books.",0,Anon,"London : printed for, and sold by Ann and Charles Corbett, at their Correct State Lottery-Office, directly opposite to St. Dunstan's Church, Fleet-Street, MDCCLVIII. [1758].","English fiction, 18th century",1,261,Manifest_LitAndLang1,0.003816794,1750,0,"CW, PB",,
760,0006300500.xml,6300500,T072335,1800,"The life and most surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. ...",0,"Defoe, Daniel","Liverpool : printeed [sic] by J. Nuttall, for Lackington Allen and Co. and W. Baynes, London; J. Hemingway, Blackburn; W. Bibby, Chorley, 1800.","Castaways, Fiction",1,283,Manifest_LitAndLang1,0.003521127,1800,0,PE,,
764,0006400101.xml,6400101,T108183,1799,Sigismar. By the author of Villeroy. In three volumes ...,Volume 1,Author of Villeroy,"London : printed [by T. Plummer] for R. Dutton, Birchin-Lane, Cornhill, 1799.","Episotolary fiction, Early works to 1800",1,239,Manifest_LitAndLang1,0.004166667,1790,0,"TE, TY, PB, O",,
769,0006400401.xml,6400401,T057439,1770,Female friendship: or the innocent sufferer. A moral novel. ...,Volume 1,Anon,"London : printed for John Bell, at his Circulating Library near Exeter Exchange in the Strand, and C. Etherington, at York, MDCCLXX. [1770].","English fiction, 18th century",1,236,Manifest_LitAndLang1,0.004219409,1770,0,"BQ, P, CW, TY, PB",,
776,0006400900.xml,6400900,T057427,1794,"Argentum: or, adventures of a shilling.",0,Anon,"London : printed for J. Nichols; and sold by J. Pridden, No. 100, Fleet-Street, MDCCXCIV. [1794].","English fiction, 18th century",1,174,Manifest_LitAndLang1,0.005714286,1790,0,"BQ, CW, TY, PB",,
778,0006500102.xml,6500102,T138418,1797,James the fatalist and his master. Translated from the French of Diderot. In three volumes. ...,Volume 2,"Diderot, Denis","London : printed for G. G. and J. Robinson, 1797.","Free will and determinism, Fiction",1,295,Manifest_LitAndLang1,0.003378378,1790,1,"C, IT",,
793,0008500600.xml,8500600,T130917,1751,"Memoirs of the life of Parnese, a Spanish lady of vast fortune. Written by herself: shewing the irresistable force of education: With A True Account of the Hardships she suffered, in Man's Apparel, for eight Years, in different Countries, in the Prosecution of a virtuous Amour with Rockbartez; her Escape from Slavery with Sarpeta, her Master's Daughter; their Flight into Persia; her accidental Marriage there to Rockbartez; and Return. Interspersed with the story of Beaumont and Sarpeta. Translated from the Spanish manuscript, by R.P. gent.",0,"Paltock, Robert","London : printed for William Owen, at Homer's Head, near Temple-Bar; and for William Clarke, under the Royal Exchange, Threadneedle Street, MDCCLI. [1751].","English fiction, 18th century",1,312,Manifest_LitAndLang1,0.003194888,1750,0,"CW, PB, O",,
799,0008501001.xml,8501001,T131684,1733,"The adventures of Prince Jakaya: or, the triumphs of love over ambition. Being secret memoirs of the Ottoman court. Translated from the original French. In two volumes.",Volume 1,"Vignacourt, Adrien de La Vieuville d'Orville, comte de","London : printed for A. Bettesworth, and C. Hitch, at the Red-Lion in Pater-Noster-Row; and W. Innys, and R. Manby, at the Prince's-Arms, the West-End of St Paul's Church-Yard, 1733.","French fiction, 18th century, Translations into English",1,181,Manifest_LitAndLang1,0.005494505,1730,0,"CW, PB",,
810,0008700300.xml,8700300,T131690,1734,"Peruvian tales, related, in one thousand and one hours, by one of the select virgins of Cusco, to the Ynca of Peru, To Dissuade him from a Resolution he had taken to destroy Himself by Poison. Interspersed with Curious and Historical Remarks, explaining the Religious and Civil Customs, and Ceremonies, of the Ancient Inhabitants of that Great Empire. Translated from the original French, by Samuel Humphreys, Esq;",0,"Gueullette, Thomas-Simon","Dublin : printed by S. Powell, for G. Risk, at the Shakespear's-Head, G. Ewing, at the Angel and Bible, and W. Smith, at the Hercules, Booksellers in Dame-Street, MDCCXXXIV. [1734].","Peru, Description and travel",1,216,Manifest_LitAndLang1,0.004608295,1730,1,C,,
815,0008700603.xml,8700603,T131206,1749,"The adventures of Gil Blas of Santillane. A new translation, from the best French edition. Adorned with thirty-three cuts, neatly engraved. In four volumes. ...",Volume 3,"Le Sage, Alain Ren<c3><a9>","London : printed for J. Osborn, 1749.",French fiction,1,257,Manifest_LitAndLang1,0.003875969,1740,1,"C, T",,
822,0008800105.xml,8800105,T127130,1734,"The life and entertaining adventures of Mr. Cleveland, natural son of Oliver Cromwell, written by himself. ... In four volumes. ...",Volume 5,"Pr<c3><a9>vost, abb<c3><a9>","London : printed for T. Astley, 1734.","Prevost,, abbe,, 1697-1763",1,294,Manifest_LitAndLang1,0.003389831,1730,1,"C, T",,
823,0008800201.xml,8800201,T102659,1768,The new Clarissa: a true history. By Madame de Beaumont. ...,Volume 1,"Leprince de Beaumont, Madame (Jeanne-Marie)","London : printed for J. Nourse, Bookseller to His Majesty, opposite Catharine-Street, in the Strand, MDCCLXVIII. [1768].","Epistolary fiction, French, Early works to 1800",1,301,Manifest_LitAndLang1,0.003311258,1760,1,C,,
825,0008800300.xml,8800300,T102661,1729,"Diana de Castro; a novel. Written originally in French. By Mr. Huet, Antient Bishop of Avranches.",0,"Huet, Pierre-Daniel","London : printed for Abraham Vandenhoeck at Virgil's Head in the Strand, [1729?].","French fiction, 18th century, Translations into English",1,153,Manifest_LitAndLang1,0.006493506,1720,1,IT,,
826,0008800400.xml,8800400,T072671,1726,"The tragical history of the Chevalier de Vaudray, and the Countess de Vergi. In two parts. To which is annexed, a short novel, intitled, The inhumane husband. Done from the French. By J. M.",0,"Vignacourt, Adrien de La Vieuville d'Orville, comte de","London : printed for A. Bettesworth, at the Red-Lyon in Pater-Noster-Row, 1726.","French fiction, Translations into English, Early works to 1800",1,224,Manifest_LitAndLang1,0.004444444,1720,0,"TE, TY, SM",,
5123,0008900202.xml,8900202,T097240,1735,The skimmer: or the history of Tanzai and Neadarne. ...,Volume 2,"Cr<c3><a9>billon, Claude Prosper Jolyot de","London : printed for F. Galicke, near Temple-Bar, (M.DCC.XXXV.) [1735]","English fiction, 18th century",1,144,Manifest_LitAndLang2,0.006896552,1730,1,C,,
5131,0008900900.xml,8900900,T055590,1783,L'art de corriger et de rendre les hommes constans. Prix 30 sols.,0,"Vasse, Corn<c3><a9>lie Wouters, baronne de","Londres [i.e. Paris?] : et se trouve a Paris, chez la veuve Ballard & Fils, Imprimeurs du Roi, rue des Mathurins. chez La veuve Duchesne, Libraire, rue Saint-Jacques. chez M<c3><a9>rigot l'a<c3><ae>n<c3><a9>, Libraire, vis-a-vis L'Opera. chez M<c3><a9>rigot le jeune, Libraire, quai des Augustins,. chez Renault, Libraire, rue Saint-Jacques. Et chez tous les Marchands de Nouveautes, M.DCC.LXXXIII. [1783].","French fiction, 18th century",1,195,Manifest_LitAndLang2,0.005102041,1780,1,"IN, MT",,
835,0009000202.xml,9000202,T066926,1762,"The reverie; or, a flight to the paradise of fools. By the editor of The adventures of a guinea. In two volumes. ...",Volume 2,"Johnstone, Charles","Dublin : printed by Dillon Chamberlaine, in Smock-Alley, MDCCLXII. [1762].","English fiction, 18th century",1,221,Manifest_LitAndLang1,0.004504505,1760,0,CW,,
847,0009100401.xml,9100401,T055300,1795,The adventures of Ferdinand Count Fathom. By Dr. Smollett. In two volumes. ... . Cooke's edition. Embellished with superb engravings.,Volume 1,"Smollett, Tobias George","London : printed for C. Cooke, No. 17, Paternoster-Row, And sold by all the Booksellers in Great-Britain and Ireland, [1795?].","Adventure stories, English, Early works to 1800",1,243,Manifest_LitAndLang1,0.004098361,1790,1,"IT, C",,
849,0009100501.xml,9100501,T072038,1787,"The history of Charles Falkland, Esq. and Miss Louisa Saville. A novel. In a series of letters. In which is introduced, the history of Julia Harwood. In two volumes. ...",Volume 1,Anon,"[London] : Printed for Francis Noble, at his Circulaing Library, Holborn, 1787.","Epistolary fiction, English, Early works to 1800",1,236,Manifest_LitAndLang1,0.004219409,1780,0,"BQ, P, TY, CW, SM, PB",,
853,0009100603.xml,9100603,T108460,1786,"Juliana. A novel, by the author of Francis, the philanthropist. In three volumes. ...",Volume 3,"Johnson, Mrs","London : printed for William Lane, Leadenhall-Street, M.DCC.LXXXVI. [1786].","Epistolary fiction, English, Early works to 1800",1,225,Manifest_LitAndLang1,0.004424779,1780,0,CW,,
857,0009200200.xml,9200200,T014782,1782,"A sentimental journey through France and Italy, by Mr. Yorick. A new edition to which is added, an explanation of the French words.",0,"Sterne, Laurence","London : printed and sold by Henry Fenwick, No. 20 Newgate-Street, [1782].","France, In literature",1,154,Manifest_LitAndLang1,0.006451613,1780,1,"IT, C",,
866,0009200902.xml,9200902,T057444,1771,"Jessy; or, the bridal day. A novel. Written by a lady, After the Manner of the late Mr. Richardson, (author of Clarissa, &c.) But not revised by that celebrated Writer. In two volumes. ...",Volume 2,Lady,"London : printed for F. and J. Noble, at their respective circulating Libraries, near Middle Row, Holborn, and Saint Martin's Court, near Leicester Square, MDCCLXXI. [1771].","Epistolary fiction, English, Early works to 1800",1,178,Manifest_LitAndLang1,0.005586592,1770,0,"BQ, P, TY, CW, PB",,
